Dato	Millis	Temp	Presion	AejeX	AejeY	AejeZ	GejeX	GejeY	GejeZ	MejeX	MejeY	MejeZ	Altura	AltMediaMovil	Pendiente
1297	68501	21,9	76996	-0,1	-0,23	0,84	5,36	-0,36	7,27	-0,05	-0,06	-0,03	2371,67	2371	2371
1298	68547	21,9	77002	-0,12	-0,2	0,98	5,37	-0,36	7,27	-0,05	-0,06	-0,03	2371	2372	2372
1299	68593	21,9	76996	-0,09	-0,22	0,9	5,37	-0,36	7,28	-0,05	-0,06	-0,03	2371,67	2371	2371
1300	68645	21,9	77014	-0,08	-0,23	0,91	5,37	-0,36	7,28	-0,05	-0,06	-0,03	2369,66	2371	2371
1301	68691	21,9	76998	-0,1	-0,13	0,96	5,38	-0,36	7,29	-0,05	-0,06	-0,03	2371,45	2371	2371
1302	68738	21,9	76993	-0,08	-0,18	0,85	5,38	-0,36	7,29	-0,04	-0,06	-0,03	2372,01	2371	2371
1303	68784	21,9	77002	-0,12	-0,2	0,9	5,39	-0,36	7,3	-0,05	-0,06	-0,03	2371	2371	2371
1304	68830	21,9	76993	-0,17	-0,13	0,88	5,39	-0,36	7,31	-0,05	-0,06	-0,03	2372,01	2371	2371
1305	68892	21,9	77007	-0,12	-0,28	0,92	5,4	-0,41	7,31	-0,05	-0,06	-0,03	2370,44	2371	2371
1306	68951	21,9	76993	-0,16	-0,2	0,89	5,4	-0,46	7,32	-0,05	-0,06	-0,03	2372,01	2371	2371
1307	68997	21,9	77012	-0,1	-0,19	0,99	5,4	-0,47	7,33	-0,05	-0,06	-0,03	2369,88	2371	2371
1308	69043	21,9	76996	-0,09	-0,2	0,88	5,41	-0,47	7,33	-0,05	-0,05	-0,03	2371,67	2371	2371
1309	69089	21,9	77001	-0,14	-0,2	0,94	5,41	-0,47	7,33	-0,05	-0,06	-0,03	2371,11	2371	2371
1310	69146	21,9	77001	-0,13	-0,19	0,9	5,41	-0,47	7,33	-0,05	-0,06	-0,03	2371,11	2371	2371
1311	69192	21,9	76990	-0,01	-0,2	0,88	5,42	-0,46	7,34	-0,05	-0,06	-0,03	2372,35	2371	2371
1312	69238	21,9	77004	-0,12	-0,21	0,88	5,42	-0,47	7,34	-0,05	-0,06	-0,03	2370,78	2371	2371
1313	69284	21,9	76993	-0,09	-0,23	0,93	5,42	-0,52	7,35	-0,05	-0,06	-0,03	2372,01	2371	2371
1314	69330	21,9	77004	-0,13	-0,05	0,89	5,43	-0,52	7,35	-0,04	-0,06	-0,03	2370,78	2371	2371
1315	69383	21,9	77001	-0,12	-0,25	0,96	5,43	-0,57	7,36	-0,05	-0,06	-0,03	2371,11	2371	2371
1316	69429	21,9	76995	-0,13	-0,19	0,92	5,44	-0,57	7,37	-0,05	-0,06	-0,03	2371,79	2371	2371
1317	69475	21,9	77001	-0,12	-0,22	0,9	5,44	-0,5	7,38	-0,05	-0,06	-0,03	2371,11	2371	2371
1318	69521	21,9	76995	-0,08	-0,16	0,88	5,44	-0,5	7,38	-0,04	-0,06	-0,03	2371,79	2371	2371
1319	69567	21,9	77012	-0,1	-0,18	0,91	5,45	-0,5	7,39	-0,05	-0,06	-0,03	2369,88	2371	2371
1320	69625	21,9	76998	-0,12	-0,18	0,88	5,45	-0,51	7,4	-0,05	-0,06	-0,03	2371,45	2371	2371
1321	69671	21,9	77010	-0,16	-0,25	0,99	5,45	-0,51	7,41	-0,05	-0,06	-0,03	2370,1	2371	2371
1322	69718	21,9	77001	-0,13	-0,09	0,91	5,46	-0,52	7,42	-0,04	-0,06	-0,03	2371,11	2371	2371
1323	69764	21,9	76999	-0,1	-0,16	1	5,46	-0,52	7,42	-0,05	-0,06	-0,03	2371,34	2371	2371
1324	69810	21,9	76999	-0,06	-0,19	0,81	5,47	-0,57	7,43	-0,05	-0,06	-0,03	2371,34	2371	2371
1325	69862	21,9	77001	-0,11	-0,2	0,86	5,47	-0,57	7,43	-0,05	-0,06	-0,03	2371,11	2371	2371
1326	69908	21,9	77009	-0,13	-0,17	0,84	5,48	-0,62	7,44	-0,05	-0,06	-0,03	2370,22	2371	2371
1327	69954	21,9	77001	-0,15	-0,27	0,88	5,48	-0,63	7,44	-0,05	-0,06	-0,03	2371,11	2371	2371
1328	70000	21,9	76998	-0,13	-0,18	0,94	5,49	-0,63	7,45	-0,05	-0,06	-0,03	2371,45	2371	2371
1329	70046	21,9	77000	-0,21	-0,18	0,91	5,49	-0,63	7,46	-0,05	-0,06	-0,03	2371,23	2371	2371
1330	70106	21,9	76990	-0,12	-0,2	0,92	5,49	-0,63	7,46	-0,04	-0,06	-0,02	2372,35	2371	2371
1331	70152	21,9	76990	-0,14	-0,2	0,89	5,5	-0,57	7,47	-0,05	-0,06	-0,03	2372,35	2371	2371
1332	70198	21,9	76998	-0,14	-0,2	0,89	5,5	-0,57	7,47	-0,04	-0,06	-0,03	2371,45	2371	2371
1333	70244	21,9	76998	-0,16	-0,19	0,88	5,51	-0,58	7,48	-0,05	-0,06	-0,03	2371,45	2371	2371
1334	70301	21,9	76996	-0,12	-0,2	0,91	5,51	-0,58	7,49	-0,04	-0,06	-0,03	2371,67	2371	2371
1335	70353	21,9	77012	-0,15	-0,28	0,89	5,51	-0,58	7,5	-0,05	-0,06	-0,03	2369,88	2372	2372
1336	70400	21,9	77006	-0,12	-0,17	0,88	5,51	-0,58	7,51	-0,05	-0,06	-0,03	2370,55	2371	2371
1337	70446	21,9	77001	-0,17	-0,25	0,95	5,51	-0,58	7,51	-0,05	-0,06	-0,03	2371,11	2371	2371
1338	70492	21,9	77009	-0,12	-0,2	0,88	5,52	-0,58	7,52	-0,05	-0,06	-0,03	2370,22	2371	2371
1339	70539	21,9	76996	-0,1	-0,24	0,88	5,52	-0,58	7,53	-0,05	-0,06	-0,03	2371,67	2371	2371
1340	70589	21,9	77001	-0,14	-0,23	0,94	5,53	-0,58	7,53	-0,04	-0,06	-0,03	2371,11	2371	2371
1341	70636	21,9	76998	-0,12	-0,16	0,91	5,53	-0,58	7,54	-0,05	-0,06	-0,03	2371,45	2371	2371
1342	70682	21,9	76998	-0,09	-0,25	0,97	5,54	-0,57	7,54	-0,04	-0,06	-0,03	2371,45	2371	2371
1343	70728	21,9	76990	-0,17	-0,09	0,9	5,54	-0,52	7,55	-0,05	-0,06	-0,03	2372,35	2371	2371
1344	70774	21,9	77006	-0,08	-0,18	0,91	5,55	-0,47	7,56	-0,05	-0,06	-0,03	2370,55	2371	2371
1345	70824	21,9	77001	-0,1	-0,24	1	5,55	-0,47	7,56	-0,05	-0,06	-0,03	2371,11	2371	2371
1346	70883	21,9	77004	-0,12	-0,25	0,88	5,55	-0,47	7,57	-0,04	-0,06	-0,03	2370,78	2371	2371
1347	70929	21,9	77001	-0,12	-0,08	0,88	5,56	-0,47	7,57	-0,05	-0,06	-0,03	2371,11	2371	2371
1348	70975	21,9	77006	-0,15	-0,19	0,94	5,56	-0,52	7,57	-0,04	-0,06	-0,03	2370,55	2371	2371
1349	71021	21,9	77001	-0,09	-0,23	0,91	5,56	-0,47	7,58	-0,05	-0,06	-0,03	2371,11	2371	2371
1350	71073	21,9	76997	-0,12	-0,15	0,93	5,57	-0,47	7,58	-0,04	-0,06	-0,03	2371,56	2371	2371
1351	71119	21,9	76996	-0,12	-0,16	0,96	5,57	-0,47	7,59	-0,05	-0,06	-0,03	2371,67	2371	2371
1352	71171	21,9	77001	-0,1	-0,19	0,93	5,57	-0,48	7,6	-0,05	-0,06	-0,03	2371,11	2371	2371
1353	71217	21,9	77001	-0,21	-0,15	0,91	5,57	-0,48	7,6	-0,05	-0,06	-0,03	2371,11	2371	2371
1354	71263	21,9	77016	-0,13	-0,16	0,91	5,58	-0,48	7,61	-0,04	-0,06	-0,03	2369,43	2371	2371
1355	71315	21,9	77001	-0,12	-0,13	0,93	5,59	-0,48	7,62	-0,05	-0,06	-0,03	2371,11	2371	2371
1356	71361	21,9	76998	-0,07	-0,2	0,91	5,59	-0,48	7,62	-0,04	-0,06	-0,03	2371,45	2371	2371
1357	71407	21,9	77006	-0,18	-0,16	0,93	5,6	-0,48	7,62	-0,05	-0,06	-0,03	2370,55	2371	2371
1358	71453	21,9	77001	-0,12	-0,26	0,88	5,6	-0,48	7,63	-0,05	-0,06	-0,03	2371,11	2371	2371
1359	71499	21,9	77003	-0,09	-0,16	0,87	5,6	-0,48	7,63	-0,05	-0,06	-0,03	2370,89	2371	2371
1360	71552	21,9	77006	-0,08	-0,14	0,92	5,61	-0,48	7,64	-0,04	-0,06	-0,03	2370,55	2371	2371
1361	71598	21,9	77003	-0,12	-0,21	0,87	5,61	-0,49	7,65	-0,05	-0,06	-0,03	2370,89	2371	2371
1362	71656	21,9	77000	-0,12	-0,19	1,01	5,61	-0,49	7,66	-0,04	-0,06	-0,03	2371,23	2371	2371
1363	71702	21,9	76998	-0,03	-0,17	0,93	5,62	-0,49	7,66	-0,05	-0,06	-0,03	2371,45	2371	2371
1364	71748	21,9	77004	-0,12	-0,16	0,96	5,62	-0,49	7,67	-0,04	-0,06	-0,03	2370,78	2371	2371
1365	71800	21,9	77001	-0,11	-0,19	0,95	5,62	-0,49	7,67	-0,05	-0,06	-0,03	2371,11	2371	2371
1366	71846	21,9	76997	-0,18	-0,2	0,87	5,63	-0,49	7,67	-0,05	-0,06	-0,03	2371,56	2371	2371
1367	71892	21,9	76995	-0,13	-0,22	1	5,64	-0,49	7,68	-0,05	-0,06	-0,03	2371,79	2371	2371
1368	71939	21,9	77003	-0,16	-0,16	0,91	5,64	-0,52	7,68	-0,04	-0,06	-0,03	2370,89	2371	2371
1369	71992	21,9	76995	-0,09	-0,13	0,96	5,64	-0,52	7,69	-0,05	-0,06	-0,03	2371,79	2371	2371
1370	72044	21,9	76997	-0,18	-0,18	0,91	5,65	-0,53	7,7	-0,04	-0,06	-0,03	2371,56	2371	2371
1371	72090	21,9	77000	-0,1	-0,11	0,91	5,65	-0,53	7,7	-0,05	-0,06	-0,03	2371,23	2371	2371
1372	72136	21,9	77000	-0,14	-0,22	0,93	5,65	-0,53	7,71	-0,04	-0,06	-0,03	2371,23	2371	2371
1373	72182	21,9	77001	-0,11	-0,15	0,99	5,66	-0,52	7,71	-0,05	-0,06	-0,03	2371,11	2371	2371
1374	72228	21,9	77012	-0,15	-0,2	0,84	5,66	-0,52	7,72	-0,04	-0,06	-0,03	2369,88	2371	2371
1375	72281	21,9	77006	-0,16	-0,19	0,95	5,66	-0,52	7,72	-0,05	-0,06	-0,03	2370,55	2371	2371
1376	72327	21,9	77003	-0,12	-0,25	0,99	5,67	-0,52	7,72	-0,04	-0,06	-0,03	2370,89	2371	2371
1377	72373	21,9	76997	-0,13	-0,19	0,87	5,67	-0,57	7,73	-0,05	-0,06	-0,03	2371,56	2371	2371
1378	72419	21,9	77006	-0,11	-0,2	0,91	5,67	-0,58	7,74	-0,05	-0,06	-0,03	2370,55	2371	2371
1379	72465	21,9	77018	-0,12	-0,2	0,88	5,68	-0,58	7,74	-0,05	-0,06	-0,03	2369,21	2371	2371
1380	72517	21,9	77009	-0,09	-0,16	0,84	5,68	-0,58	7,74	-0,04	-0,06	-0,03	2370,22	2371	2371
1381	72563	21,9	77003	-0,23	-0,18	1,02	5,69	-0,58	7,75	-0,05	-0,06	-0,03	2370,89	2370	2370
1382	72614	21,9	76995	-0,16	-0,13	0,92	5,69	-0,58	7,76	-0,04	-0,06	-0,03	2371,79	2370	2370
1383	72666	21,9	77003	-0,12	-0,09	0,89	5,69	-0,58	7,76	-0,05	-0,06	-0,03	2370,89	2371	2371
1384	72712	21,9	76997	-0,12	-0,22	0,91	5,7	-0,58	7,76	-0,05	-0,06	-0,03	2371,56	2371	2371
1385	72764	21,9	77003	-0,1	-0,25	0,93	5,7	-0,58	7,77	-0,05	-0,06	-0,03	2370,89	2371	2371
1386	72810	21,9	77003	-0,2	-0,16	0,94	5,7	-0,58	7,78	-0,04	-0,06	-0,03	2370,89	2371	2371
1387	72856	21,9	77001	-0,12	-0,22	0,98	5,71	-0,59	7,78	-0,05	-0,06	-0,03	2371,11	2371	2371
1388	72902	21,9	77000	-0,09	-0,2	1	5,71	-0,59	7,78	-0,04	-0,06	-0,03	2371,23	2371	2371
1389	72948	21,9	76997	-0,12	-0,2	0,91	5,72	-0,59	7,79	-0,05	-0,06	-0,03	2371,56	2371	2371
1390	73020	21,9	77004	-0,13	-0,22	0,88	5,73	-0,59	7,8	-0,05	-0,06	-0,03	2370,78	2371	2371
1391	73066	21,9	76989	-0,19	-0,15	0,98	5,73	-0,59	7,81	-0,05	-0,06	-0,03	2372,46	2371	2371
1392	73112	21,9	77000	-0,09	-0,2	0,94	5,74	-0,59	7,81	-0,05	-0,06	-0,03	2371,23	2371	2371
1393	73158	21,9	77003	-0,14	-0,22	0,84	5,74	-0,59	7,82	-0,05	-0,06	-0,03	2370,89	2371	2371
1394	73204	21,9	76997	-0,14	-0,16	0,84	5,74	-0,59	7,82	-0,05	-0,06	-0,03	2371,56	2371	2371
1395	73256	21,9	77003	-0,04	-0,21	0,94	5,75	-0,59	7,83	-0,04	-0,06	-0,03	2370,89	2371	2371
1396	73303	21,9	76991	-0,12	-0,15	0,87	5,75	-0,59	7,84	-0,05	-0,06	-0,03	2372,23	2371	2371
1397	73349	21,9	77009	-0,09	-0,21	0,92	5,76	-0,59	7,84	-0,05	-0,06	-0,03	2370,22	2371	2371
1398	73395	21,9	76997	-0,18	-0,2	1,04	5,76	-0,59	7,84	-0,05	-0,06	-0,03	2371,56	2371	2371
1399	73441	21,9	76997	-0,08	-0,23	0,95	5,76	-0,59	7,85	-0,05	-0,06	-0,03	2371,56	2371	2371
1400	73493	21,9	76991	-0,16	-0,16	0,92	5,77	-0,59	7,86	-0,05	-0,06	-0,03	2372,23	2371	2371
1401	73539	21,9	77003	-0,11	-0,23	0,92	5,77	-0,59	7,86	-0,04	-0,06	-0,03	2370,89	2371	2371
1402	73585	21,9	77000	-0,17	-0,22	0,93	5,77	-0,59	7,87	-0,05	-0,06	-0,02	2371,23	2371	2371
1403	73631	21,9	77005	-0,12	-0,15	0,8	5,78	-0,59	7,87	-0,04	-0,06	-0,03	2370,66	2371	2371
1404	73677	21,9	77000	-0,04	-0,22	0,91	5,78	-0,59	7,87	-0,05	-0,06	-0,03	2371,23	2371	2371
1405	73730	21,9	76990	-0,1	-0,19	0,87	5,79	-0,6	7,87	-0,05	-0,06	-0,03	2372,35	2371	2371
1406	73776	21,9	76999	-0,1	-0,23	0,88	5,79	-0,65	7,88	-0,05	-0,06	-0,03	2371,34	2371	2371
1407	73822	21,9	77003	-0,16	-0,17	0,91	5,79	-0,65	7,88	-0,04	-0,06	-0,03	2370,89	2371	2371
1408	73875	21,9	77009	-0,08	-0,2	0,91	5,8	-0,58	7,9	-0,05	-0,06	-0,03	2370,22	2371	2371
1409	73921	21,9	76995	-0,12	-0,21	0,96	5,8	-0,58	7,9	-0,05	-0,06	-0,03	2371,79	2371	2371
1410	73973	21,9	76997	-0,13	-0,2	0,98	5,8	-0,58	7,9	-0,05	-0,06	-0,03	2371,56	2371	2371
1411	74019	21,9	76997	-0,14	-0,21	0,95	5,8	-0,53	7,91	-0,05	-0,06	-0,03	2371,56	2371	2371
1412	74065	21,9	76992	-0,16	-0,19	1,04	5,81	-0,53	7,91	-0,05	-0,06	-0,03	2372,12	2371	2371
1413	74112	21,9	77009	-0,06	-0,18	0,76	5,81	-0,47	7,92	-0,04	-0,06	-0,03	2370,22	2371	2371
1414	74164	21,9	77000	-0,16	-0,17	0,91	5,81	-0,48	7,92	-0,05	-0,06	-0,03	2371,23	2371	2371
1415	74207	21,9	76997	-0,11	-0,16	0,92	5,82	-0,47	7,94	-0,04	-0,06	-0,03	2371,56	2371	2371
1416	74254	21,9	76997	-0,13	-0,18	0,93	5,83	-0,47	7,94	-0,05	-0,06	-0,03	2371,56	2371	2371
1417	74300	21,9	77009	-0,11	-0,2	0,89	5,84	-0,48	7,95	-0,04	-0,06	-0,03	2370,22	2371	2371
1418	74363	21,9	77006	-0,09	-0,24	1	5,84	-0,48	7,96	-0,05	-0,06	-0,03	2370,55	2371	2371
1419	74409	21,9	77003	-0,12	-0,19	0,92	5,85	-0,48	7,97	-0,05	-0,06	-0,03	2370,89	2371	2371
1420	74461	21,9	77002	-0,17	-0,13	0,99	5,85	-0,48	7,97	-0,05	-0,06	-0,03	2371	2371	2371
1421	74507	21,9	76997	-0,06	-0,19	0,88	5,86	-0,53	7,98	-0,04	-0,06	-0,03	2371,56	2371	2371
1422	74553	21,9	76999	-0,12	-0,19	0,86	5,86	-0,54	7,99	-0,05	-0,06	-0,03	2371,34	2371	2371
1423	74599	21,9	76997	-0,12	-0,21	0,95	5,86	-0,59	7,99	-0,05	-0,06	-0,03	2371,56	2371	2371
1424	74645	21,9	77005	-0,1	-0,22	1	5,86	-0,59	8	-0,05	-0,06	-0,03	2370,66	2371	2371
1425	74696	21,9	77005	-0,19	-0,13	0,95	5,87	-0,59	8	-0,05	-0,06	-0,03	2370,66	2371	2371
1426	74741	21,9	77009	-0,18	-0,11	0,9	5,87	-0,64	8	-0,05	-0,06	-0,03	2370,22	2371	2371
1427	74787	21,9	76999	-0,11	-0,2	0,91	5,88	-0,59	8,01	-0,05	-0,06	-0,03	2371,34	2371	2371
1428	74833	21,9	77002	-0,12	-0,13	0,98	5,88	-0,59	8,01	-0,05	-0,06	-0,03	2371	2371	2371
1429	74880	21,9	77003	-0,12	-0,2	0,92	5,89	-0,59	8,02	-0,05	-0,06	-0,03	2370,89	2371	2371
1430	74926	21,9	77009	-0,14	-0,2	0,87	5,89	-0,59	8,03	-0,05	-0,06	-0,03	2370,22	2371	2371
1431	74978	21,9	76999	-0,13	-0,24	0,99	5,89	-0,59	8,03	-0,04	-0,06	-0,03	2371,34	2371	2371
1432	75024	21,9	76997	-0,16	-0,19	1,06	5,89	-0,63	8,04	-0,05	-0,06	-0,03	2371,56	2371	2371
1433	75070	21,9	76991	-0,13	-0,18	0,98	5,89	-0,63	8,04	-0,05	-0,06	-0,03	2372,23	2371	2371
1434	75116	21,9	77005	-0,08	-0,11	0,9	5,9	-0,63	8,05	-0,05	-0,06	-0,03	2370,66	2371	2371
1435	75162	21,9	77003	-0,12	-0,2	0,88	5,9	-0,57	8,06	-0,05	-0,06	-0,03	2370,89	2371	2371
1436	75214	21,9	77003	-0,13	-0,12	0,87	5,9	-0,57	8,07	-0,05	-0,06	-0,03	2370,89	2371	2371
1437	75260	21,9	76997	-0,14	-0,18	0,78	5,91	-0,57	8,07	-0,04	-0,06	-0,03	2371,56	2371	2371
1438	75307	21,9	77007	-0,09	-0,16	0,9	5,91	-0,57	8,08	-0,05	-0,06	-0,03	2370,44	2371	2371
1439	75353	21,9	77015	-0,11	-0,21	0,91	5,91	-0,61	8,08	-0,05	-0,06	-0,03	2369,54	2371	2371
1440	75399	21,9	76999	-0,16	-0,21	0,88	5,92	-0,61	8,08	-0,05	-0,06	-0,02	2371,34	2371	2371
1441	75451	21,9	77002	-0,11	-0,21	0,91	5,92	-0,61	8,09	-0,04	-0,06	-0,03	2371	2371	2371
1442	75497	21,9	77003	-0,12	-0,17	0,89	5,92	-0,61	8,09	-0,05	-0,06	-0,03	2370,89	2371	2371
1443	75543	21,9	76999	-0,07	-0,24	0,81	5,93	-0,61	8,09	-0,05	-0,06	-0,03	2371,34	2371	2371
1444	75589	21,9	76997	-0,12	-0,15	0,97	5,93	-0,61	8,1	-0,04	-0,06	-0,03	2371,56	2371	2371
1445	75635	21,9	77004	-0,07	-0,3	0,88	5,93	-0,61	8,1	-0,04	-0,06	-0,03	2370,78	2371	2371
1446	75700	21,9	77000	-0,08	-0,18	0,9	5,94	-0,61	8,1	-0,05	-0,06	-0,03	2371,23	2371	2371
1447	75751	21,9	76991	-0,17	-0,13	0,87	5,94	-0,62	8,11	-0,05	-0,06	-0,02	2372,23	2371	2371
1448	75804	21,9	77011	-0,12	-0,24	0,9	5,94	-0,61	8,11	-0,04	-0,06	-0,03	2369,99	2371	2371
1449	75850	21,9	76994	-0,18	-0,16	0,89	5,95	-0,61	8,12	-0,05	-0,06	-0,03	2371,9	2371	2371
1450	75896	21,9	77002	-0,16	-0,13	0,88	5,95	-0,61	8,12	-0,04	-0,06	-0,03	2371	2371	2371
1451	75953	21,9	76999	-0,11	-0,18	0,98	5,96	-0,62	8,13	-0,05	-0,06	-0,03	2371,34	2371	2371
1452	75999	21,9	76999	-0,07	-0,16	0,9	5,96	-0,62	8,13	-0,04	-0,06	-0,03	2371,34	2371	2371
1453	76050	21,9	76997	-0,13	-0,19	0,99	5,96	-0,61	8,15	-0,04	-0,06	-0,03	2371,56	2371	2371
1454	76096	21,9	76999	-0,1	-0,13	0,85	5,97	-0,61	8,15	-0,05	-0,06	-0,03	2371,34	2371	2371
1455	76142	21,9	77002	-0,16	-0,23	1	5,97	-0,61	8,15	-0,05	-0,06	-0,03	2371	2371	2371
1456	76194	21,9	77000	-0,14	-0,13	0,88	5,97	-0,61	8,16	-0,05	-0,06	-0,03	2371,23	2371	2371
1457	76240	21,9	77003	-0,1	-0,16	0,94	5,98	-0,61	8,16	-0,05	-0,06	-0,03	2370,89	2371	2371
1458	76286	21,9	76996	-0,15	-0,23	0,91	5,98	-0,61	8,17	-0,05	-0,06	-0,03	2371,67	2371	2371
1459	76333	21,9	77004	-0,16	-0,21	0,88	5,98	-0,61	8,18	-0,05	-0,06	-0,03	2370,78	2371	2371
1460	76379	21,9	77004	-0,05	-0,25	0,91	5,99	-0,61	8,18	-0,05	-0,06	-0,03	2370,78	2371	2371
1461	76431	21,9	77002	-0,09	-0,17	0,88	5,99	-0,61	8,18	-0,05	-0,06	-0,03	2371	2371	2371
1462	76477	21,9	77005	-0,12	-0,2	0,83	6	-0,62	8,19	-0,05	-0,05	-0,03	2370,66	2371	2371
1463	76523	21,9	77002	-0,11	-0,2	0,99	6	-0,62	8,19	-0,05	-0,06	-0,03	2371	2371	2371
1464	76569	21,9	77011	-0,19	-0,23	0,89	6	-0,62	8,2	-0,05	-0,06	-0,03	2369,99	2371	2371
1465	76615	21,9	76996	-0,1	-0,21	0,95	6,01	-0,56	8,21	-0,05	-0,06	-0,03	2371,67	2371	2371
1466	76667	21,9	76997	-0,07	-0,16	0,99	6,01	-0,57	8,21	-0,05	-0,06	-0,03	2371,56	2371	2371
1467	76713	21,9	77007	-0,13	-0,14	0,93	6,01	-0,57	8,22	-0,04	-0,06	-0,02	2370,44	2371	2371
1468	76760	21,9	76991	-0,12	-0,2	0,89	6,02	-0,56	8,22	-0,05	-0,06	-0,03	2372,23	2371	2371
1469	76806	21,9	77009	-0,13	-0,16	0,91	6,02	-0,56	8,23	-0,05	-0,06	-0,03	2370,22	2371	2371
1470	76852	21,9	77005	-0,13	-0,25	0,89	6,02	-0,56	8,24	-0,05	-0,06	-0,03	2370,66	2371	2371
1471	76904	21,9	77004	-0,11	-0,26	0,95	6,03	-0,57	8,24	-0,04	-0,06	-0,03	2370,78	2371	2371
1472	76950	21,9	77007	-0,13	-0,19	1,05	6,03	-0,6	8,25	-0,05	-0,06	-0,03	2370,44	2371	2371
1473	76996	21,9	77000	-0,08	-0,18	0,81	6,04	-0,6	8,25	-0,04	-0,06	-0,03	2371,23	2371	2371
1474	77054	21,9	76999	-0,14	-0,2	0,9	6,04	-0,6	8,26	-0,05	-0,06	-0,03	2371,34	2371	2371
1475	77101	21,9	76994	-0,16	-0,13	0,88	6,04	-0,6	8,27	-0,04	-0,06	-0,03	2371,9	2371	2371
1476	77153	21,9	76999	-0,11	-0,13	0,91	6,04	-0,6	8,27	-0,05	-0,06	-0,03	2371,34	2371	2371
1477	77199	21,9	76999	-0,16	-0,12	0,88	6,04	-0,6	8,28	-0,04	-0,06	-0,03	2371,34	2371	2371
1478	77250	21,9	77002	-0,12	-0,28	0,93	6,04	-0,6	8,29	-0,05	-0,06	-0,03	2371	2371	2371
1479	77296	21,9	76993	-0,1	-0,13	0,99	6,04	-0,64	8,29	-0,04	-0,06	-0,03	2372,01	2371	2371
1480	77342	21,9	77002	-0,17	-0,21	0,93	6,05	-0,64	8,3	-0,05	-0,06	-0,03	2371	2371	2371
1481	77394	21,9	76996	-0,16	-0,17	0,91	6,05	-0,63	8,3	-0,04	-0,06	-0,02	2371,67	2371	2371
1482	77441	21,9	76997	-0,06	-0,21	0,84	6,05	-0,67	8,3	-0,05	-0,06	-0,03	2371,56	2371	2371
1483	77487	21,9	77004	-0,12	-0,16	0,8	6,06	-0,67	8,31	-0,04	-0,06	-0,03	2370,78	2371	2371
1484	77533	21,9	77007	-0,12	-0,1	1,05	6,06	-0,61	8,31	-0,05	-0,06	-0,03	2370,44	2371	2371
1485	77579	21,9	77011	-0,09	-0,15	0,85	6,07	-0,65	8,32	-0,04	-0,06	-0,03	2369,99	2371	2371
1486	77631	21,9	77004	-0,16	-0,2	0,93	6,07	-0,61	8,32	-0,05	-0,06	-0,03	2370,78	2371	2371
1487	77684	21,9	77002	-0,09	-0,22	1,02	6,07	-0,61	8,32	-0,05	-0,06	-0,03	2371	2371	2371
1488	77730	21,9	76996	-0,16	-0,24	0,88	6,08	-0,56	8,33	-0,05	-0,06	-0,03	2371,67	2371	2371
1489	77782	21,9	77004	-0,18	-0,16	0,9	6,08	-0,56	8,34	-0,05	-0,06	-0,03	2370,78	2371	2371
1490	77828	21,9	76999	-0,12	-0,19	0,84	6,08	-0,56	8,34	-0,05	-0,06	-0,03	2371,34	2371	2371
1491	77880	21,9	77007	-0,16	-0,25	0,91	6,09	-0,56	8,35	-0,05	-0,06	-0,03	2370,44	2371	2371
1492	77926	21,9	77004	-0,12	-0,15	0,92	6,09	-0,56	8,36	-0,04	-0,06	-0,03	2370,78	2371	2371
1493	77972	21,9	77004	-0,09	-0,23	0,91	6,1	-0,56	8,37	-0,05	-0,06	-0,03	2370,78	2371	2371
1494	78018	21,9	77002	-0,12	-0,16	1	6,1	-0,56	8,37	-0,05	-0,06	-0,03	2371	2371	2371
1495	78064	21,9	77002	-0,09	-0,16	0,93	6,11	-0,56	8,37	-0,05	-0,06	-0,03	2371	2371	2371
1496	78116	21,9	76990	-0,12	-0,17	1	6,11	-0,56	8,37	-0,04	-0,06	-0,03	2372,35	2371	2371
1497	78162	21,9	77007	-0,07	-0,25	0,88	6,11	-0,56	8,38	-0,05	-0,06	-0,03	2370,44	2371	2371
1498	78209	21,9	77004	-0,16	-0,2	0,81	6,11	-0,53	8,39	-0,04	-0,06	-0,03	2370,78	2371	2371
1499	78255	21,9	77004	-0,04	-0,2	0,89	6,12	-0,52	8,39	-0,05	-0,06	-0,03	2370,78	2371	2371
1500	78301	21,9	77002	-0,17	-0,17	0,92	6,12	-0,53	8,4	-0,04	-0,06	-0,03	2371	2371	2371
1501	78352	21,9	76999	-0,13	-0,14	0,93	6,12	-0,53	8,41	-0,05	-0,06	-0,03	2371,34	2371	2371
1502	78410	22	77001	-0,15	-0,13	0,92	6,13	-0,53	8,42	-0,05	-0,06	-0,03	2371,92	2371	2371
1503	78456	21,9	77002	-0,11	-0,16	0,99	6,13	-0,53	8,42	-0,05	-0,06	-0,03	2371	2371	2371
1504	78502	21,9	77007	-0,05	-0,25	0,98	6,14	-0,53	8,43	-0,04	-0,06	-0,03	2370,44	2371	2371
1505	78548	21,9	76996	-0,11	-0,1	0,96	6,14	-0,53	8,43	-0,05	-0,06	-0,03	2371,67	2371	2371
1506	78599	21,9	77007	-0,16	-0,2	0,93	6,14	-0,53	8,44	-0,04	-0,06	-0,03	2370,44	2371	2371
1507	78645	21,9	76996	-0,14	-0,2	0,94	6,15	-0,48	8,44	-0,05	-0,06	-0,03	2371,67	2371	2371
